Rank,Publisher
5311,Capcom
5312,Electronic Arts
5313,THQ
5314,THQ
5315,THQ
5316,THQ
5317,Microsoft Game Studios
5318,THQ
5319,Sony Computer Entertainment
5320,Take-Two Interactive
5321,Activision
5322,Sammy Corporation
5323,Capcom
5324,Konami Digital Entertainment
5325,Activision
5326,Ubisoft
5327,Namco Bandai Games
5328,Brash Entertainment
5329,Acclaim Entertainment
5330,Konami Digital Entertainment
5331,Electronic Arts
5332,Nobilis
5333,Vivendi Games
5334,Koch Media
5335,Konami Digital Entertainment
5336,989 Studios
5337,Ubisoft
5338,Electronic Arts
5339,Kadokawa Shoten
5340,Capcom
5341,THQ
5342,Disney Interactive Studios
5343,Sony Computer Entertainment
5344,Codemasters
5345,Activision
5346,Namco Bandai Games
5347,Ubisoft
5348,Global Star
5349,Disney Interactive Studios
5350,Electronic Arts
5351,Sony Computer Entertainment
5352,Ubisoft
5353,Zoo Digital Publishing
5354,Namco Bandai Games
5355,Disney Interactive Studios
5356,THQ
5357,Disney Interactive Studios
5358,Tecmo Koei
5359,Namco Bandai Games
5360,Psygnosis
5361,Nintendo
5362,THQ
5363,Nintendo
5364,Activision
5365,THQ
5366,Vivendi Games
5367,Microsoft Game Studios
5368,Activision
5369,Atari
5370,Tecmo Koei
5371,Sega
5372,City Interactive
5373,Disney Interactive Studios
5374,Sega
5375,Electronic Arts
5376,Sony Computer Entertainment
5377,THQ
5378,Atlus
5379,Virgin Interactive
5380,Acclaim Entertainment
5381,Eidos Interactive
5382,Eidos Interactive
5383,ITT Family Games
5384,Activision
5385,Warner Bros. Interactive Entertainment
5386,Microsoft Game Studios
5387,Namco Bandai Games
5388,THQ
5389,Tecmo Koei
5390,Electronic Arts
5391,20th Century Fox Video Games
5392,Ubisoft
5393,Activision
5394,Konami Digital Entertainment
5395,Virgin Interactive
5396,GT Interactive
5397,20th Century Fox Video Games
5398,Electronic Arts
5399,Ubisoft
5400,ASCII Entertainment
5401,THQ
5402,Coleco
5403,Sega
5404,Vivendi Games
5405,Electronic Arts
5406,Electronic Arts
5407,Hudson Soft
5408,Sony Computer Entertainment
5409,PopCap Games
5410,505 Games
5411,Ubisoft
5412,D3Publisher
5413,Square Enix
5414,Nobilis
5415,Sony Computer Entertainment
5416,Home Entertainment Suppliers
5417,Midway Games
5418,Activision
5419,Ubisoft
5420,Electronic Arts
5421,Microsoft Game Studios
5422,Disney Interactive Studios
5423,Electronic Arts
5424,Konami Digital Entertainment
5425,Eidos Interactive
5426,Disney Interactive Studios
5427,Sony Computer Entertainment
5428,Atlus
5429,Sony Computer Entertainment
5430,Disney Interactive Studios
5431,Sony Computer Entertainment
5432,Namco Bandai Games
5433,Namco Bandai Games
5434,Electronic Arts
5435,Atari
5436,THQ
5437,Electronic Arts
5438,NovaLogic
5439,Majesco Entertainment
5440,Oxygen Interactive
5441,Ackkstudios
5442,Codemasters
5443,Microsoft Game Studios
5444,Ubisoft
5445,Activision
5446,LucasArts
5447,Jaleco
5448,Nintendo
5449,Sega
5450,Rising Star Games
5451,Ubisoft
5452,THQ
5453,Sony Computer Entertainment
5454,Deep Silver
5455,Namco Bandai Games
5456,Capcom
5457,Ubisoft
5458,Sega
5459,Eidos Interactive
5460,Namco Bandai Games
5461,Activision
5462,Sega
5463,Sony Computer Entertainment
5464,Take-Two Interactive
5465,Sony Computer Entertainment
5466,Activision
5467,Capcom
5468,THQ
5469,Nintendo
5470,Electronic Arts
5471,Universal Interactive
5472,Ubisoft
5473,Zushi Games
5474,D3Publisher
5475,Sony Computer Entertainment
5476,Eidos Interactive
5477,Sega
5478,Ubisoft
5479,Sony Computer Entertainment
5480,Electronic Arts
5481,Sony Computer Entertainment
5482,Electronic Arts
5483,Konami Digital Entertainment
5484,Tecmo Koei
5485,THQ
5486,505 Games
5487,Electronic Arts
5488,Activision
5489,Activision
5490,Sega
5491,Acclaim Entertainment
5492,Namco Bandai Games
5493,Sony Computer Entertainment
5494,Konami Digital Entertainment
5495,Namco Bandai Games
5496,Hudson Soft
5497,Majesco Entertainment
5498,Capcom
5499,Electronic Arts
5500,Sony Computer Entertainment
5501,Square Enix
5502,Sony Computer Entertainment
5503,Nintendo
5504,Namco Bandai Games
5505,Warner Bros. Interactive Entertainment
5506,Electronic Arts
5507,THQ
5508,Capcom
5509,Electronic Arts
5510,Nintendo
5511,3DO
5512,Sega
5513,Eidos Interactive
5514,Activision
5515,Tecmo Koei
5516,Activision
5517,Hudson Soft
5518,Capcom
5519,Banpresto
5520,Scholastic Inc.
5521,Disney Interactive Studios
5522,Activision
5523,Konami Digital Entertainment
5524,THQ
5525,Codemasters
5526,Tecmo Koei
5527,Ignition Entertainment
5528,Electronic Arts
5529,Sony Computer Entertainment
5530,Ubisoft
5531,THQ
5532,SouthPeak Games
5533,Sony Computer Entertainment
5534,Ubisoft
5535,Konami Digital Entertainment
5536,Disney Interactive Studios
5537,Sega
5538,Avanquest
5539,Sony Computer Entertainment
5540,THQ
5541,Activision
5542,Tomy Corporation
5543,Namco Bandai Games
5544,D3Publisher
5545,Sega
5546,Electronic Arts
5547,Electronic Arts
5548,Rocket Company
5549,Take-Two Interactive
5550,Atari
5551,Takara
5552,Electronic Arts
5553,Electronic Arts
5554,Namco Bandai Games
5555,Sony Computer Entertainment
5556,Namco Bandai Games
5557,Tecmo Koei
5558,505 Games
5559,THQ
5560,Capcom
5561,Parker Bros.
5562,Atlus
5563,Warner Bros. Interactive Entertainment
5564,Electronic Arts
5565,Konami Digital Entertainment
5566,Starpath Corp.
5567,Warner Bros. Interactive Entertainment
5568,505 Games
5569,Nintendo
5570,Sega
5571,Tomy Corporation
5572,Take-Two Interactive
5573,Play It
5574,Sony Computer Entertainment
5575,Electronic Arts
5576,Konami Digital Entertainment
5577,Codemasters
5578,Take-Two Interactive
5579,Namco Bandai Games
5580,Atari
5581,Konami Digital Entertainment
5582,THQ
5583,Namco Bandai Games
5584,Warner Bros. Interactive Entertainment
5585,Vivendi Games
5586,Electronic Arts
5587,Capcom
5588,Atari
5589,Sega
5590,Electronic Arts
5591,THQ
5592,Electronic Arts
5593,Ubisoft Annecy
5594,Ghostlight
5595,Acclaim Entertainment
5596,Hudson Soft
5597,Warner Bros. Interactive Entertainment
5598,Namco Bandai Games
5599,Sony Computer Entertainment
5600,Namco Bandai Games
5601,Acclaim Entertainment
5602,Electronic Arts
5603,Codemasters
5604,Enix Corporation
5605,Electronic Arts
5606,D3Publisher
5607,Zoo Digital Publishing
5608,Eidos Interactive
5609,Vivendi Games
5610,Vivendi Games
5611,Take-Two Interactive
5612,Take-Two Interactive
5613,Electronic Arts
5614,Sony Computer Entertainment
5615,Square Enix
5616,Activision
5617,Ubisoft
5618,505 Games
5619,Atari
5620,Unknown
5621,Ubisoft
5622,Take-Two Interactive
5623,Ubisoft
5624,THQ
5625,Zoo Games
5626,Ubisoft
5627,Unknown
5628,Konami Digital Entertainment
5629,Electronic Arts
5630,Ubisoft
5631,Sony Computer Entertainment
5632,Konami Digital Entertainment
5633,Ubisoft
5634,Nintendo
5635,Codemasters
5636,Majesco Entertainment
5637,Electronic Arts
5638,P2 Games
5639,Sony Computer Entertainment
5640,Atari
5641,Konami Digital Entertainment
5642,Electronic Arts
5643,Ubisoft
5644,Konami Digital Entertainment
5645,Ubisoft
5646,ASCII Entertainment
5647,Virgin Interactive
5648,Konami Digital Entertainment
5649,
5650,Ubisoft
5651,Electronic Arts
5652,THQ
5653,BPS
5654,Electronic Arts
5655,Activision
5656,MTV Games
5657,Rondomedia
5658,BAM! Entertainment
5659,Activision
5660,Data Age
5661,Acclaim Entertainment
5662,Enterbrain
5663,Electronic Arts
5664,Take-Two Interactive
5665,Sega
5666,Eidos Interactive
5667,Square Enix
5668,Hudson Soft
5669,Namco Bandai Games
5670,Atari
5671,Unknown
5672,Human Entertainment
5673,Banpresto
5674,SquareSoft
5675,Microsoft Game Studios
5676,Electronic Arts
5677,Electronic Arts
5678,Codemasters
5679,Electronic Arts
5680,Deep Silver
5681,Gathering of Developers
5682,Activision
5683,Hudson Soft
5684,THQ
5685,Tecmo Koei
5686,Activision
5687,Deep Silver
5688,PQube
5689,Sony Computer Entertainment
5690,Activision
5691,Sony Computer Entertainment
5692,Konami Digital Entertainment
5693,Ubisoft
5694,Capcom
5695,Tecmo Koei
5696,Microsoft Game Studios
5697,Ocean
5698,Warner Bros. Interactive Entertainment
5699,Sega
5700,Microsoft Game Studios
5701,Namco Bandai Games
5702,Ubisoft
5703,Codemasters
5704,Namco Bandai Games
5705,Electronic Arts
5706,Capcom
5707,Vivendi Games
5708,Warner Bros. Interactive Entertainment
5709,Sony Computer Entertainment
5710,Konami Digital Entertainment
5711,Disney Interactive Studios
5712,Konami Digital Entertainment
5713,Konami Digital Entertainment
5714,Electronic Arts
5715,505 Games
5716,Konami Digital Entertainment
5717,Square Enix
5718,Nintendo
5719,Konami Digital Entertainment
5720,NewKidCo
5721,Sega
5722,Atari
5723,Microsoft Game Studios
5724,Electronic Arts
5725,Activision
5726,Ubisoft
5727,Sega
5728,Namco Bandai Games
5729,Activision
5730,Sony Computer Entertainment
5731,Deep Silver
5732,Sony Computer Entertainment
5733,Infogrames
5734,Konami Digital Entertainment
5735,Atari
5736,Midway Games
5737,Midway Games
5738,SquareSoft
5739,Sony Computer Entertainment
5740,Storm City Games
5741,Deep Silver
5742,Capcom
5743,Konami Digital Entertainment
5744,Agetec
5745,Namco Bandai Games
5746,CokeM Interactive
5747,Sega
5748,Take-Two Interactive
5749,Ubisoft
5750,THQ
5751,Banpresto
5752,Capcom
5753,Activision Value
5754,Square Enix
5755,Konami Digital Entertainment
5756,Konami Digital Entertainment
5757,Electronic Arts
5758,Activision
5759,Take-Two Interactive
5760,Nintendo
5761,Sega
5762,Namco Bandai Games
5763,Disney Interactive Studios
5764,Disney Interactive Studios
5765,Namco Bandai Games
5766,Zoo Games
5767,Electronic Arts
5768,Konami Digital Entertainment
5769,Activision
5770,Rising Star Games
5771,Activision
5772,Konami Digital Entertainment
5773,Ubisoft
5774,Rising Star Games
5775,CBS Electronics
5776,Sony Computer Entertainment
5777,Activision
5778,Electronic Arts
5779,Ubisoft
5780,Atlus
5781,Bethesda Softworks
5782,Activision
5783,Electronic Arts
5784,Infogrames
5785,Midway Games
5786,SquareSoft
5787,Ubisoft
5788,Electronic Arts
5789,Electronic Arts
5790,Namco Bandai Games
5791,Sony Computer Entertainment
5792,Warner Bros. Interactive Entertainment
5793,Sony Computer Entertainment
5794,LucasArts
5795,Electronic Arts
5796,Rising Star Games
5797,Sony Computer Entertainment
5798,Acclaim Entertainment
5799,Magix
5800,Atari
5801,Konami Digital Entertainment
5802,Mattel Interactive
5803,Activision
5804,GT Interactive
5805,Nippon Ichi Software
5806,Marvelous Interactive
5807,Ubisoft
5808,Mentor Interactive
5809,Activision
5810,Activision
5811,Activision
5812,Konami Digital Entertainment
5813,Universal Interactive
5814,Empire Interactive
5815,Nintendo
5816,Sony Computer Entertainment
5817,Sony Computer Entertainment
5818,ASCII Entertainment
5819,Namco Bandai Games
5820,Activision
5821,Warner Bros. Interactive Entertainment
5822,Ubisoft
5823,Banpresto
5824,Activision
5825,THQ
5826,Microsoft Game Studios
5827,TDK Mediactive
5828,Namco Bandai Games
5829,Sega
5830,Nintendo
5831,Sega
5832,SquareSoft
5833,Sega
5834,Konami Digital Entertainment
5835,Universal Interactive
5836,3DO
5837,Namco Bandai Games
5838,Midway Games
5839,Nintendo
5840,Activision
5841,Disney Interactive Studios
5842,Nintendo
5843,Deep Silver
5844,Sony Computer Entertainment
5845,Konami Digital Entertainment
5846,Warner Bros. Interactive Entertainment
5847,Acclaim Entertainment
5848,Disney Interactive Studios
5849,Capcom
5850,Ubisoft
5851,Activision
5852,Sega
5853,Activision
5854,Global Star
5855,Sony Computer Entertainment
5856,Sega
5857,Nintendo
5858,Banpresto
5859,Sony Computer Entertainment
5860,Sony Computer Entertainment
5861,Sony Computer Entertainment
5862,Activision
5863,Unknown
5864,Namco Bandai Games
5865,Activision
5866,THQ
5867,Warner Bros. Interactive Entertainment
5868,Banpresto
5869,Square Enix
5870,Sega
5871,Electronic Arts
5872,Nippon Ichi Software
5873,Ubisoft
5874,Capcom
5875,Disney Interactive Studios
5876,Tecmo Koei
5877,Eidos Interactive
5878,Tecmo Koei
5879,Tecmo Koei
5880,Capcom
5881,Tecmo Koei
5882,Nintendo
5883,Hudson Soft
5884,Kalypso Media
5885,Midas Interactive Entertainment
5886,Nintendo
5887,Take-Two Interactive
5888,Activision
5889,Spike
5890,THQ
5891,Electronic Arts
5892,Electronic Arts
5893,Activision
5894,Namco Bandai Games
5895,Namco Bandai Games
5896,Ubisoft
5897,Atari
5898,Hudson Soft
5899,Microsoft Game Studios
5900,Atlus
5901,3DO
5902,Electronic Arts
5903,Electronic Arts
5904,THQ
5905,Ubisoft
5906,Sega
5907,Ubisoft
5908,Ubisoft
5909,Atlus
5910,Tecmo Koei
5911,Virgin Interactive
5912,Activision
5913,Electronic Arts
5914,Konami Digital Entertainment
5915,Unknown
5916,Nordic Games
5917,Acclaim Entertainment
5918,Capcom
5919,Zushi Games
5920,Activision
5921,Electronic Arts
5922,Hudson Soft
5923,Namco Bandai Games
5924,Square Enix
5925,Ubisoft
5926,THQ
5927,Majesco Entertainment
5928,Namco Bandai Games
5929,Activision
5930,Electronic Arts
5931,Square Enix
5932,Disney Interactive Studios
5933,Konami Digital Entertainment
5934,Capcom
5935,Marvelous Interactive
5936,Konami Digital Entertainment
5937,Warner Bros. Interactive Entertainment
5938,THQ
5939,THQ
5940,Activision
5941,Electronic Arts
5942,Activision
5943,Square Enix
5944,Jorudan
5945,Activision
5946,Tecmo Koei
5947,Midway Games
5948,Konami Digital Entertainment
5949,Nintendo
5950,Electronic Arts
5951,Avanquest
5952,Warner Bros. Interactive Entertainment
5953,Atari
5954,Mud Duck Productions
5955,Square Enix
5956,THQ
5957,Ubisoft
5958,Atari
5959,Ubisoft
5960,Ubisoft
5961,Sony Computer Entertainment
5962,Square Enix
5963,Warner Bros. Interactive Entertainment
5964,Eidos Interactive
5965,Square Enix
5966,Take-Two Interactive
5967,Activision
5968,GSP
5969,Atari
5970,Electronic Arts
5971,Konami Digital Entertainment
5972,Electronic Arts
5973,Sony Computer Entertainment
5974,Sega
5975,Ubisoft
5976,Konami Digital Entertainment
5977,TDK Mediactive
5978,Activision
5979,Tecmo Koei
5980,Konami Digital Entertainment
5981,505 Games
5982,THQ
5983,Sega
5984,Ubisoft
5985,Namco Bandai Games
5986,D3Publisher
5987,Namco Bandai Games
5988,Electronic Arts
5989,Midas Interactive Entertainment
5990,Nintendo
5991,Empire Interactive
5992,Virgin Interactive
5993,Konami Digital Entertainment
5994,Take-Two Interactive
5995,Electronic Arts
5996,Activision
5997,Sega
5998,Atlus
5999,Hasbro Interactive
6000,Namco Bandai Games
6001,Sony Computer Entertainment
6002,D3Publisher
6003,Tecmo Koei
6004,Enix Corporation
6005,Konami Digital Entertainment
6006,Electronic Arts
6007,Namco Bandai Games
6008,Sony Computer Entertainment
6009,Activision
6010,Ubisoft
6011,Midway Games
6012,Ubisoft
6013,Disney Interactive Studios
6014,Namco Bandai Games
6015,Jorudan
6016,Sony Computer Entertainment
6017,Activision
6018,Capcom
6019,Ubisoft
6020,Take-Two Interactive
6021,Nihon Falcom Corporation
6022,Electronic Arts
6023,Unknown
6024,Konami Digital Entertainment
6025,Acclaim Entertainment
6026,Kemco
6027,Titus
6028,Acclaim Entertainment
6029,Nintendo
6030,Nintendo
6031,Electronic Arts
6032,Midway Games
6033,Tecmo Koei
6034,Wargaming.net
6035,Avanquest
6036,Atari
6037,THQ
6038,Codemasters
6039,Codemasters
6040,Capcom
6041,Electronic Arts
6042,Disney Interactive Studios
6043,Microsoft Game Studios
6044,Unknown
6045,Sega
6046,Nintendo
6047,Electronic Arts
6048,Takara
6049,Ubisoft
6050,Codemasters
6051,Namco Bandai Games
6052,THQ
6053,Sony Computer Entertainment
6054,Activision
6055,Angel Studios
6056,Codemasters
6057,Destineer
6058,D3Publisher
6059,TDK Mediactive
6060,Sega
6061,Sega
6062,Tecmo Koei
6063,Electronic Arts
6064,Square Enix
6065,Sega
6066,Electronic Arts
6067,Capcom
6068,Sega
6069,Activision
6070,Midas Interactive Entertainment
6071,Deep Silver
6072,Namco Bandai Games
6073,Take-Two Interactive
6074,Ubisoft
6075,Arc System Works
6076,Infogrames
6077,Square Enix
6078,Sony Computer Entertainment
6079,Ubisoft
6080,Konami Digital Entertainment
6081,Midway Games
6082,Storm City Games
6083,Sony Computer Entertainment
6084,Konami Digital Entertainment
6085,Activision
6086,Square Enix
6087,Konami Digital Entertainment
6088,Electronic Arts
6089,Activision
6090,Tecmo Koei
6091,Konami Digital Entertainment
6092,Ignition Entertainment
6093,Activision
6094,Vivendi Games
6095,Tecmo Koei
6096,THQ
6097,Microsoft Game Studios
6098,Electronic Arts
6099,THQ
6100,Nintendo
6101,Activision
6102,Interplay
6103,Nintendo
6104,Sega
6105,Codemasters
6106,THQ
6107,505 Games
6108,Activision
6109,Ubisoft
6110,Sony Computer Entertainment
6111,Rising Star Games
6112,Playmates
6113,Sony Computer Entertainment
6114,Activision
6115,Atari
6116,Game Factory
6117,Human Entertainment
6118,THQ
6119,Konami Digital Entertainment
6120,Konami Digital Entertainment
6121,Ubisoft
6122,Take-Two Interactive
6123,Electronic Arts
6124,Midway Games
6125,Take-Two Interactive
6126,Namco Bandai Games
6127,Midway Games
6128,Activision
6129,Konami Digital Entertainment
6130,Activision
6131,Namco Bandai Games
6132,Activision
6133,Namco Bandai Games
6134,Acclaim Entertainment
6135,Namco Bandai Games
6136,Activision
6137,Sony Computer Entertainment
6138,Konami Digital Entertainment
6139,Sega
6140,Electronic Arts
6141,SNK Playmore
6142,Disney Interactive Studios
6143,Ubisoft
6144,Majesco Entertainment
6145,THQ
6146,Nintendo
6147,Tigervision
6148,Capcom
6149,Electronic Arts
6150,Konami Digital Entertainment
6151,Electronic Arts
6152,Hamster Corporation
6153,Namco Bandai Games
6154,Electronic Arts
6155,Midway Games
6156,Microsoft Game Studios
6157,Nintendo
6158,Konami Digital Entertainment
6159,Namco Bandai Games
6160,Atari
6161,Sony Computer Entertainment Europe
6162,Namco Bandai Games
6163,Namco Bandai Games
6164,Sammy Corporation
6165,Empire Interactive
6166,Nintendo
6167,Tecmo Koei
6168,Disney Interactive Studios
6169,THQ
6170,Ubisoft
6171,Xplosiv
6172,THQ
6173,Mastiff
6174,Electronic Arts
6175,Sony Computer Entertainment
6176,SCi
6177,Activision
6178,Atari
6179,Warner Bros. Interactive Entertainment
6180,Sony Computer Entertainment
6181,Interplay
6182,Atari
6183,Nintendo
6184,Activision
6185,Electronic Arts
6186,THQ
6187,Eidos Interactive
6188,Sega
6189,Ubisoft
6190,Sony Computer Entertainment
6191,505 Games
6192,Capcom
6193,Midway Games
6194,Laguna
6195,Electronic Arts
6196,Electronic Arts
6197,Disney Interactive Studios
6198,Konami Digital Entertainment
6199,TDK Mediactive
6200,Ocean
6201,Ubisoft
6202,THQ
6203,Konami Digital Entertainment
6204,Activision
6205,Square Enix
6206,Activision
6207,Konami Digital Entertainment
6208,Tecmo Koei
6209,Atari
6210,THQ
6211,Midway Games
6212,Nippon Ichi Software
6213,Unknown
6214,Activision
6215,Midas Interactive Entertainment
6216,Activision
6217,Take-Two Interactive
6218,Eidos Interactive
6219,Elf
6220,Sony Computer Entertainment
6221,Warner Bros. Interactive Entertainment
6222,Activision
6223,Activision
6224,Namco Bandai Games
6225,Activision
6226,Activision
6227,Activision
6228,Video System
6229,Electronic Arts
6230,GameMill Entertainment
6231,Sega
6232,Atari
6233,Nintendo
6234,Sega
6235,Konami Digital Entertainment
6236,Electronic Arts
6237,Electronic Arts
6238,Acclaim Entertainment
6239,MTV Games
6240,Ubisoft
6241,Sony Computer Entertainment Europe
6242,Electronic Arts
6243,THQ
6244,Activision
6245,Acclaim Entertainment
6246,Electronic Arts
6247,Namco Bandai Games
